,price_BTC,24% change_BTC,price_chainlink,24% change_chainlink,price_ETH,24% change ETH_ETH,price_ADA,24% change ETH_ADA
2019-07-06,10987.248856214646,-2.21,3.6921077800615745,5.47,287.98591058443674,0.96,0.07634163132587295,-3.36
2019-07-07,11279.476377672418,2.59,3.477499917417069,-6.17,289.57713834106636,0.55,0.0774725854156618,1.46
2019-07-08,11436.430746923896,1.37,3.2931555940936614,-5.6,305.33625290070216,5.16,0.0797018230848796,2.8
2019-07-09,12260.28269787262,6.72,3.3387141407490444,1.36,312.4663688290414,2.28,0.08030358304095145,0.75
2019-07-10,12544.167261709219,2.26,3.0808281716566865,-8.37,307.7796837520068,-1.52,0.07795321597659362,-3.02
2019-07-11,12166.398288868606,-3.11,3.131414340362042,1.62,290.009967157574,-6.13,0.07189336539178602,-8.43
2019-07-12,11385.060490564521,-6.86,2.796385211797692,-11.98,268.6352130477999,-7.96,0.06512761424817616,-10.39
2019-07-13,11804.562793905448,3.55,3.1780872252178516,12.01,275.80920843487644,2.6,0.06954524921824569,6.35
2019-07-14,11418.511855491488,-3.38,3.1810817479052402,0.09,270.314761247692,-2.03,0.0671818241171605,-3.52
2019-07-15,10285.461109066944,-11.02,2.7903953336269556,-14.0,227.12207268042678,-19.02,0.059465709066443745,-12.98
2019-07-16,10911.345158309634,5.74,2.7210987288631827,-2.55,230.18019411198864,1.33,0.05863966042805709,-1.41
2019-07-17,9538.827124243868,-14.39,2.209900045342796,-23.13,199.94052185387875,-15.12,0.05211358082184511,-12.52
2019-07-18,9657.303101319074,1.23,2.3976923304092645,7.83,210.83853712737297,5.17,0.05493991661707475,5.14
2019-07-19,10636.155728360647,9.2,2.6684619350825614,10.15,226.3035342868679,6.83,0.05871637584718182,6.43
2019-07-20,10536.565849576118,-0.95,2.6000428207461104,-2.63,221.11374095039795,-2.35,0.05984256605352769,1.88
2019-07-21,10774.281137633849,2.21,2.6447302995654933,1.69,228.96480408491627,3.43,0.06302395606080853,5.05
2019-07-22,10607.463560702123,-1.57,2.5405587350192698,-4.1,226.15340772656594,-1.24,0.0613127189305356,-2.79
2019-07-23,10343.318139598357,-2.55,2.4113232546051497,-5.36,217.65256165832335,-3.91,0.059987636321957,-2.21
2019-07-24,9936.380762347033,-4.1,2.3740593969800363,-1.57,213.5021516080946,-1.94,0.05569322641705192,-7.71
2019-07-25,9799.306312967936,-1.4,2.407359413217718,1.38,217.19777774847861,1.7,0.05639702721053328,1.25
2019-07-26,9878.23193291115,0.8,2.3790748924140668,-1.19,219.48779097276912,1.04,0.05835217463636584,3.35
2019-07-27,9845.999447078504,-0.33,2.4000949645267404,0.88,219.58243262777626,0.04,0.06260967964699526,6.8
2019-07-28,9447.678401413306,-4.22,2.232822723205412,-7.49,206.531772895918,-6.32,0.059851847667587756,-4.61
2019-07-29,9534.755426833233,0.91,2.210964692231639,-0.99,211.229753661743,2.22,0.05944367244740904,-0.69
2019-07-30,9510.593552181648,-0.25,2.1349502980828783,-3.56,210.82351650905207,-0.19,0.06033420796318712,1.48
2019-07-31,9568.437452164315,0.6,2.085211367692082,-2.39,209.64626074112806,-0.56,0.05983312840110228,-0.84
2019-08-01,10062.996285663326,4.91,2.202549056724166,5.33,218.61308553620958,4.1,0.06397879826804305,6.48
2019-08-02,10361.312000080692,2.88,2.1687646375135614,-1.56,216.630420657716,-0.92,0.05859755915864751,-9.18
2019-08-03,10529.171907427639,1.59,2.4235995281375695,10.51,217.79546207706508,0.53,0.0576035980944542,-1.73
2019-08-04,10791.200523159,2.43,2.420537174569688,-0.13,221.41611875255478,1.64,0.05758269576495487,-0.04
2019-08-05,10951.593834840049,1.46,2.5053389504583072,3.38,221.98815294300547,0.26,0.05620108209471885,-2.46
2019-08-06,11818.525531066103,7.34,2.4755708982196167,-1.2,232.82368350463972,4.65,0.056482892795423685,0.5
2019-08-07,11510.164154730011,-2.68,2.4667718163851995,-0.36,227.02071107575,-2.56,0.053764486901642504,-5.06
2019-08-08,11970.657556451994,3.85,2.3783151940035885,-3.72,226.4011931773696,-0.27,0.05187000851972036,-3.65
2019-08-09,12024.331570998236,0.45,2.2879907536705284,-3.95,221.99588620712112,-1.98,0.05251300080311549,1.22
2019-08-10,11852.561606995518,-1.45,2.1664214848852095,-5.61,210.15361895773407,-5.64,0.04760844579940038,-10.3
2019-08-11,11327.842642233223,-4.63,2.340580782200766,7.44,206.50462546838185,-1.77,0.051977493522885866,8.41
2019-08-12,11549.998354322472,1.92,2.4008203959946934,2.51,216.4855805517722,4.61,0.055142333964456,5.74
2019-08-13,11381.241355678554,-1.48,2.3761743643881887,-1.04,211.11314126304725,-2.54,0.05296431927823547,-4.11
2019-08-14,10903.6549918801,-4.38,2.420495300061172,1.83,209.26573714761406,-0.88,0.05288183699309247,-0.16
2019-08-15,10016.217389275296,-8.86,2.277752274442052,-6.27,185.65530058955875,-12.72,0.046872256846815896,-12.82
2019-08-16,10295.87714290961,2.72,2.4230464694438836,6.0,188.15278116773473,1.33,0.04754609016915611,1.42
2019-08-17,10324.993597415598,0.28,2.3100946388110843,-4.89,185.15324355177958,-1.62,0.0466719398026876,-1.87
2019-08-18,10224.218706633936,-0.99,2.407025173223794,4.03,185.76004109383433,0.33,0.04737046324949391,1.47
2019-08-19,10309.872435928555,0.83,2.502835862611219,3.83,194.35736761658467,4.42,0.05066438962767642,6.5
2019-08-20,10895.97184442924,5.38,2.500638878848058,-0.09,202.95975075968417,4.24,0.05019454443213063,-0.94
2019-08-21,10743.789313302059,-1.42,2.361385295940746,-5.9,196.27274728566928,-3.41,0.049183992081746314,-2.05
2019-08-22,10124.058214168905,-6.12,2.2073279040808793,-6.98,187.01618910896025,-4.95,0.04716480331398617,-4.28
2019-08-23,10127.78985767835,0.04,2.2269200573369594,0.88,191.52119596772542,2.35,0.04940080528158715,4.53
2019-08-24,10385.509090033882,2.48,2.2337512920854774,0.31,194.2093873568753,1.38,0.04970245036635679,0.61
2019-08-25,10145.01247970698,-2.37,2.1696301029149727,-2.96,190.55575089343063,-1.92,0.0501623700145887,0.92
2019-08-26,10090.061576030994,-0.54,2.0745273036183955,-4.58,186.32236897942659,-2.27,0.04945092551466617,-1.44
2019-08-27,10334.911854471331,2.37,2.069975591530929,-0.22,188.37725745413954,1.09,0.04960650037440522,0.31
2019-08-28,10167.889390020262,-1.64,2.1096613099807344,1.88,186.97068487781738,-0.75,0.04990065558170095,0.59
2019-08-29,9753.48704889705,-4.25,1.9015769202644555,-10.94,173.02703573027782,-8.06,0.04596845655910895,-8.55
2019-08-30,9485.141423780755,-2.83,1.7804691434746303,-6.8,168.79916502828434,-2.5,0.04460753137056895,-3.05
2019-08-31,9588.98750205815,1.08,1.8034896939398324,1.28,168.6708883739598,-0.08,0.04479946283441484,0.43
2019-09-01,9607.289264302583,0.19,1.7820111416008997,-1.21,172.07296929356409,1.98,0.044880548452087936,0.18
2019-09-02,9729.266231867814,1.25,1.768151176565002,-0.78,170.72754514461607,-0.79,0.04449442698498823,-0.87
2019-09-03,10323.022660378076,5.75,1.8134625075085704,2.5,177.71647895327314,3.93,0.045354229791424734,1.9
2019-09-04,10620.165189356907,2.8,1.8482504021130275,1.88,178.82647784328285,0.62,0.04659907826217568,2.67
2019-09-05,10573.515179027892,-0.44,1.7770116193732683,-4.01,174.77627554812665,-2.32,0.04542015426529244,-2.6
2019-09-06,10570.249940786205,-0.03,1.7976355561798185,1.15,174.1938100520476,-0.33,0.04442465942246261,-2.24
2019-09-07,10350.748325717243,-2.12,1.7272760511964396,-4.07,169.42286694793444,-2.82,0.044309504591709646,-0.26
2019-09-08,10461.547731202416,1.06,1.766384457895482,2.21,177.85258889110943,4.74,0.04582084104840284,3.3
2019-09-09,10404.333900445994,-0.55,1.8310408164780363,3.53,181.4839320522675,2.0,0.04652576544236705,1.52
2019-09-10,10321.931613525778,-0.8,1.7938116584210657,-2.08,181.01465623196765,-0.26,0.046812260518715954,0.61
2019-09-11,10121.102297214318,-1.98,1.8062216714646724,0.69,180.1493915298145,-0.48,0.04655343816464846,-0.56
2019-09-12,10150.71002363705,0.29,1.731798524951704,-4.3,178.08294980618456,-1.16,0.04489760105784981,-3.69
2019-09-13,10401.319919342226,2.41,1.7126630135711711,-1.12,181.010836085851,1.62,0.045334945419827265,0.96
2019-09-14,10355.626898620032,-0.44,1.5831503071360469,-8.18,181.2119450035023,0.11,0.0457576836247777,0.92
2019-09-15,10349.551958231765,-0.06,1.574816513497497,-0.53,188.30568158376607,3.77,0.04645326282841542,1.5
2019-09-16,10305.675020156998,-0.43,1.613133532817962,2.38,189.25504633546134,0.5,0.046636019949772525,0.39
2019-09-17,10268.421696882157,-0.36,1.5787108689761515,-2.18,197.60691638393752,4.23,0.04709648472001802,0.98
2019-09-18,10203.071046816189,-0.64,1.6233159378919624,2.75,209.21116304181604,5.55,0.0490035399925224,3.89
2019-09-19,10158.854517376085,-0.44,1.7997825015084545,9.8,210.24907372866744,0.49,0.05279343380477617,7.18
2019-09-20,10253.232374680329,0.92,1.8681085368879855,3.66,221.74292599489385,5.18,0.05251209982657775,-0.54
2019-09-21,10178.442572698175,-0.73,1.8208760057033844,-2.59,217.95344382394939,-1.74,0.05198235510108807,-1.02
2019-09-22,9997.199887816778,-1.81,1.877063574076717,2.99,215.34523960456264,-1.21,0.051766192682133796,-0.42
2019-09-23,10041.304200624943,0.44,1.8096346524676659,-3.73,211.61753840452246,-1.76,0.04922405448984773,-5.16
2019-09-24,9699.504938095957,-3.52,1.7976959225572313,-0.66,201.00337752581868,-5.28,0.04640457934734447,-6.08
2019-09-25,8702.713528026236,-11.45,1.7490771152778164,-2.78,168.67357964603033,-19.17,0.03874491604487104,-19.77
2019-09-26,8446.244115548528,-3.04,1.7492279254330263,0.01,170.28886769224317,0.95,0.03913445205612641,1.0
2019-09-27,8098.80982048931,-4.29,1.6557771635387237,-5.64,166.21680322909975,-2.45,0.037974121649869325,-3.06
2019-09-28,8183.482347567026,1.03,1.6559584968634096,0.01,173.90494900595044,4.42,0.039139464635006165,2.98
2019-09-29,8225.11037185192,0.51,1.6837697695437375,1.65,174.07970541243265,0.1,0.038690642111289586,-1.16
2019-09-30,8064.380983385267,-1.99,1.7081928424147468,1.43,169.6894747522977,-2.59,0.03732373212854544,-3.66
2019-10-01,8271.290855465355,2.5,1.76289395577851,3.1,179.75716197925505,5.6,0.03879046631773576,3.78
2019-10-02,8366.503905663569,1.14,2.0126389837999636,12.41,180.63244082835516,0.48,0.03934729078058104,1.42
2019-10-03,8350.132163242944,-0.2,2.006954571279284,-0.28,180.57893058773016,-0.03,0.03932802690767859,-0.05
2019-10-04,8176.354679406582,-2.13,1.9910055812625105,-0.8,176.85852555342686,-2.1,0.03965059921433246,0.81
2019-10-05,8156.519553840962,-0.24,1.9726558971631036,-0.93,175.86315365350248,-0.57,0.0393397803771123,-0.79
2019-10-06,8140.242484268429,-0.2,1.9691130246380077,-0.18,176.2772565733896,0.23,0.0396685902386144,0.83
2019-10-07,7890.234349864658,-3.17,2.1709719524252833,9.3,170.44710628243018,-3.42,0.03887955039979462,-2.03
2019-10-08,8182.251593084191,3.57,2.393319903838563,9.29,180.14424760253544,5.38,0.041318057854402464,5.9
2019-10-09,8180.69113018462,-0.02,2.5676440102857874,6.79,180.78979326727546,0.36,0.041191998033769994,-0.31
2019-10-10,8573.060086448735,4.58,2.8040384698889733,8.43,193.33993781390976,6.49,0.04248072351463662,3.03
2019-10-11,8561.51932921772,-0.13,2.6337249237314073,-6.47,191.04108656991255,-1.2,0.04162496906474528,-2.06
2019-10-12,8277.848351085042,-3.43,2.746301333770676,4.1,180.55244905183102,-5.81,0.040235605666570064,-3.45
2019-10-13,8308.470967433434,0.37,2.5954298120591632,-5.81,179.94653567610214,-0.34,0.04041952993851232,0.46
2019-10-14,8289.497236618896,-0.23,2.4958507127260936,-3.99,181.2872472944888,0.74,0.041190202085297556,1.87
2019-10-15,8347.350350085451,0.69,2.531401574734596,1.4,186.61606753146776,2.86,0.041645500694088976,1.09
2019-10-16,8175.8631121051185,-2.1,2.385064079120231,-6.14,180.74563079187547,-3.25,0.039663940953829815,-5.0
2019-10-17,8010.3021797941665,-2.07,2.378954809210197,-0.26,175.05406935469742,-3.25,0.03857763166375929,-2.82
2019-10-18,8079.931459479744,0.86,2.418735226845349,1.64,177.4769186344818,1.37,0.03930643410932984,1.85
2019-10-19,7957.314093995798,-1.54,2.353657198192066,-2.76,172.88626058117322,-2.66,0.03805061129764288,-3.3
2019-10-20,7949.802268609832,-0.09,2.352357718254888,-0.06,171.85241043187662,-0.6,0.03897290606281899,2.37
2019-10-21,8208.362621758712,3.15,2.434452831518038,3.37,175.21210857661558,1.92,0.03948039340525086,1.29
2019-10-22,8220.91853113097,0.15,2.6270724149745432,7.33,174.35449608806442,-0.49,0.039207768181643655,-0.7
2019-10-23,8045.294246807262,-2.18,2.6016021334067307,-0.98,171.4265472158501,-1.71,0.038693172114020916,-1.33
2019-10-24,7468.5325324369,-7.72,2.6081681247374333,0.25,161.5840435929357,-6.09,0.03637923320687698,-6.36
2019-10-25,7433.915345679171,-0.47,2.73131769244359,4.51,160.67839136074096,-0.56,0.03734878480981196,2.6
2019-10-26,8652.030029867461,14.08,2.8351561404440138,3.66,181.45319156222183,11.45,0.041097604308284304,9.12
2019-10-27,9217.236031536286,6.13,2.747126622333381,-3.2,179.53527008259897,-1.07,0.04061350545407733,-1.19
2019-10-28,9502.020114436129,3.0,2.664070436492435,-3.12,183.58089983827585,2.2,0.04207839018309533,3.48
2019-10-29,9239.897283779665,-2.84,2.6593736075562764,-0.18,181.86179987269554,-0.95,0.04224665417638333,0.4
2019-10-30,9407.163351459427,1.78,2.664338945490083,0.19,190.50596091786502,4.54,0.04331050537060143,2.46
2019-10-31,9171.874474054188,-2.57,2.6065555254735595,-2.22,183.13375148673262,-4.03,0.041746574591392444,-3.75
2019-11-01,9151.824594459767,-0.22,2.7280109063389575,4.45,182.75570124695298,-0.21,0.041361454729798124,-0.93
2019-11-02,9233.413801605904,0.88,2.7164409978232866,-0.43,183.064191451962,0.17,0.042176822419817434,1.93
2019-11-03,9302.83461784109,0.75,2.7029952486156117,-0.5,183.21568174708486,0.08,0.04245679316407893,0.66
2019-11-04,9204.286350451268,-1.07,2.6659707491806373,-1.39,181.8244399622803,-0.77,0.04176896482416645,-1.65
2019-11-05,9378.953914330921,1.86,2.674820505385037,0.33,185.76433086001398,2.12,0.04308818459413177,3.06
2019-11-06,9300.373963047077,-0.84,2.6733368008567933,-0.06,189.16575518025138,1.8,0.044165155155295795,2.44
2019-11-07,9340.048651574896,0.42,2.7335686349569586,2.2,191.3004004540056,1.12,0.044783257163617994,1.38
2019-11-08,9221.073784983802,-1.29,2.681818831938464,-1.93,186.81653195658674,-2.4,0.04347433198846476,-3.01
2019-11-09,8795.896069400225,-4.83,2.7107770173322834,1.07,183.6736227613274,-1.71,0.04220330628010057,-3.01
2019-11-10,8809.78367388588,0.16,2.8000223098892882,3.19,184.95814543107952,0.69,0.042399051627971224,0.46
2019-11-11,9043.673292397065,2.59,2.7778996370422924,-0.8,189.04498222352015,2.16,0.04384750361343306,3.3
2019-11-12,8729.917418490728,-3.59,2.74310756111711,-1.27,184.839873654298,-2.28,0.04315162007716826,-1.61
2019-11-13,8806.751998954014,0.87,2.8182066700517603,2.66,186.8659398462863,1.08,0.0436903214677948,1.23
2019-11-14,8770.78082523136,-0.41,3.0122425871332905,6.44,187.84288849379362,0.52,0.04333044842113522,-0.83
2019-11-15,8652.025288272329,-1.37,3.04842903788906,1.19,184.78830689468228,-1.65,0.04284484530888767,-1.13
2019-11-16,8480.435541874604,-2.02,3.0342845079994833,-0.47,180.16871140792335,-2.56,0.04395462414292063,2.52
2019-11-17,8496.376959145864,0.19,2.994172926094544,-1.34,182.63065416042576,1.35,0.043909482514101976,-0.1
2019-11-18,8508.499434051764,0.14,2.909499282183738,-2.91,183.9879638750186,0.74,0.04503353305919832,2.5
2019-11-19,8202.834446107912,-3.73,2.7942791242142566,-4.12,178.3855993731378,-3.14,0.04327868283242252,-4.05
2019-11-20,8138.831605359057,-0.79,2.7230115698169675,-2.62,175.8204845763924,-1.46,0.042139784236259845,-2.7
2019-11-21,8095.865638011639,-0.53,2.6987654969772428,-0.9,174.80445727797053,-0.58,0.040953342204618375,-2.9
2019-11-22,7632.494765498649,-6.07,2.5483952630505895,-5.9,161.15147727923085,-8.47,0.03845543217357254,-6.5
2019-11-23,7293.013949172297,-4.65,2.351152597150909,-8.39,149.92569206419535,-7.49,0.03710515425629251,-3.64
2019-11-24,7309.689243566324,0.23,2.4211047454731736,2.89,151.96608493452732,1.34,0.037901251811856156,2.1
2019-11-25,6935.73862740252,-5.39,2.2230090942724052,-8.91,140.24681084120735,-8.36,0.03513730599011359,-7.87
2019-11-26,7118.264883393205,2.56,2.266511560420674,1.92,146.34618694453036,4.17,0.035956369261980266,2.28
2019-11-27,7157.684731054473,0.55,2.2565922667817073,-0.44,147.57506848968612,0.83,0.03667455706244554,1.96
2019-11-28,7483.754192176799,4.36,2.2250725160804317,-1.42,152.615068348219,3.3,0.038830680754972834,5.55
2019-11-29,7438.621769308849,-0.61,2.2731826328443647,2.12,150.91034572010813,-1.13,0.03908387074181357,0.65
2019-11-30,7720.865011260837,3.66,2.336131407076696,2.69,154.25530586508248,2.17,0.041182255001463566,5.1
2019-12-01,7556.397585815771,-2.18,2.2369526587311412,-4.43,151.73585404476006,-1.66,0.04038258414470136,-1.98
2019-12-02,7405.808478752477,-2.03,2.1634883553188167,-3.4,151.02315688624967,-0.47,0.03952578207954416,-2.17
2019-12-03,7308.982444423794,-1.32,2.09306922560643,-3.36,148.86726798663648,-1.45,0.03806227948306808,-3.85
2019-12-04,7286.080951511441,-0.31,2.1188421421593433,1.22,147.12795176955626,-1.18,0.037745739603044205,-0.84
2019-12-05,7209.971417454778,-1.06,2.034031898210004,-4.17,145.40170953026762,-1.19,0.037181515915395924,-1.52
2019-12-06,7373.782498577651,2.22,2.0135871564343684,-1.02,147.79749210977155,1.62,0.037522206612805455,0.91
2019-12-07,7530.922830404948,2.09,2.079888679390078,3.19,148.60569815279229,0.54,0.03815189761484911,1.65
2019-12-08,7493.545154556748,-0.5,2.0414645829944016,-1.88,147.1457864691915,-0.99,0.03843096604389336,0.73
2019-12-09,7508.315669139108,0.2,2.0549875620428373,0.66,150.2924488050236,2.09,0.038668513328333716,0.61
2019-12-10,7347.036951245358,-2.2,2.077506093432458,1.08,147.42926132729735,-1.94,0.03737145064010286,-3.47
2019-12-11,7233.950487171398,-1.56,2.258194363550376,8.0,145.56867918491014,-1.28,0.03640527577039115,-2.65
2019-12-12,7197.426825880834,-0.51,2.1717266715469696,-3.98,143.12297867633916,-1.71,0.03654126732327265,0.37
2019-12-13,7200.7070180298015,0.05,2.1064967400226546,-3.1,145.02592545573296,1.31,0.03644246147404853,-0.27
2019-12-14,7247.350277010915,0.64,2.0694463080635375,-1.79,144.6187808332106,-0.28,0.0369820831989132,1.46
2019-12-15,7081.740255265727,-2.34,1.995620237691281,-3.7,141.84486515951662,-1.96,0.03629930549531227,-1.88
2019-12-16,7108.563021778046,0.38,2.0731411073735924,3.74,142.21086918955265,0.26,0.03639416759474578,0.26
2019-12-17,6901.036915336086,-3.01,1.9710847158371632,-5.18,132.72274321129302,-7.15,0.03415195726700481,-6.57
2019-12-18,6627.162514553135,-4.13,1.7516126451935,-12.53,121.770107290006,-8.99,0.03178175156971633,-7.46
2019-12-19,7274.768503792503,8.9,1.8740419018109329,6.53,132.74136111736684,8.27,0.034291358200694386,7.32
2019-12-20,7152.558691632884,-1.71,1.803688163688249,-3.9,128.0791538700726,-3.64,0.032983787593688675,-3.96
2019-12-21,7185.439179630756,0.46,1.9207403089504675,6.09,128.2701941791178,0.15,0.03389300095412184,2.68
2019-12-22,7141.554857046259,-0.61,1.8586752607475694,-3.34,126.93287325611249,-1.05,0.03304829089300679,-2.56
2019-12-23,7488.196174601466,4.63,1.929517461001972,3.67,132.17746965077103,3.97,0.034285074571728094,3.61
2019-12-24,7335.207616177015,-2.09,1.8700715010087203,-3.18,128.16997170630987,-3.13,0.033123126636812175,-3.51
2019-12-25,7266.60819662888,-0.94,1.845437559359905,-1.33,127.72559890360142,-0.35,0.03384022560395813,2.12
2019-12-26,7204.1848756885975,-0.87,1.7843817292141682,-3.42,125.01870585042732,-2.17,0.033355781449359564,-1.45
2019-12-27,7208.489307892152,0.06,1.8512334274912852,3.61,125.61458431453704,0.47,0.03411089125585243,2.21
2019-12-28,7247.62371236525,0.54,1.8748654083002056,1.26,126.32718018933488,0.56,0.032982446135028154,-3.42
2019-12-29,7307.887522683333,0.82,1.872153634552233,-0.14,128.0669874384903,1.36,0.0336692203576147,2.04
2019-12-30,7394.029285530991,1.17,1.8957709633230442,1.25,134.3236471998861,4.66,0.03411735080217509,1.31
2019-12-31,7240.4289122518185,-2.12,1.8185534447004073,-4.25,131.4621363838881,-2.18,0.033403846673479655,-2.14
2020-01-01,7195.153895430029,-0.63,1.7628770827130276,-3.16,129.18638529253852,-1.76,0.03291192895521444,-1.49
2020-01-02,7193.7546679601,-0.02,1.801350661318486,2.14,130.4846850311141,0.99,0.03336199817363285,1.35
2020-01-03,6963.853353983485,-3.3,1.7339751083627917,-3.89,127.04525801179804,-2.71,0.032617854913203397,-2.28
2020-01-04,7300.34693530511,4.61,1.8008318845222655,3.71,133.70264861844188,4.98,0.03396737105303003,3.97
2020-01-05,7351.377053166627,0.69,1.8244206172608568,1.29,134.1368826978575,0.32,0.03429831055059213,0.96
2020-01-06,7349.972248050628,-0.02,1.7927417761079796,-1.77,135.00571364233375,0.64,0.034426974000458806,0.37
2020-01-07,7734.675515785289,4.97,1.9289459637160467,7.06,143.80639795566535,6.12,0.03699861537001607,6.95
2020-01-08,8147.415237636371,5.07,2.1071254211508093,8.46,143.019432264986,-0.55,0.03700031491468185,0.0
2020-01-09,8045.789124592971,-1.26,2.1809369562451804,3.38,140.27393527388705,-1.96,0.03622525504485451,-2.14
2020-01-10,7832.795643840387,-2.72,2.1704058288449564,-0.49,137.86055928182662,-1.75,0.03606813363312789,-0.44
2020-01-11,8180.513169803805,4.25,2.2236969338365875,2.4,144.6047743464792,4.66,0.03704461838827698,2.64
2020-01-12,8012.085781814529,-2.1,2.271799777848724,2.12,142.18233327497873,-1.7,0.03644230426734148,-1.65
2020-01-13,8171.401185320944,1.95,2.229241108615507,-1.91,145.42287633530452,2.23,0.037372044999992096,2.49
2020-01-14,8110.647964503772,-0.75,2.1873957164590623,-1.91,143.58796905036286,-1.28,0.03694314176800163,-1.16
2020-01-15,8801.871213137745,7.85,2.388481504352168,8.42,165.99143854583525,13.5,0.04128584833942434,10.52
2020-01-16,8820.85010599613,0.22,2.402578880239726,0.59,166.2530969048888,0.16,0.042411480438429544,2.65
2020-01-17,8720.91950137424,-1.15,2.4780620952535406,3.05,163.80590111423027,-1.49,0.04149477270942618,-2.21
2020-01-18,8902.568995225329,2.04,2.710799791351824,8.59,171.15621787671842,4.29,0.04435018182495084,6.44
2020-01-19,8906.902675151074,0.05,2.760310991298451,1.79,174.23837318258896,1.77,0.044812672747495216,1.03
2020-01-20,8690.380569544623,-2.49,2.6081897368975935,-5.83,166.6271059505621,-4.57,0.04246575287233477,-5.53
